@RELATION 'Classifier input'
%initialNumberOfUsedRawTimeWindows=9478
%finalNumberOfUsedRawTimeWindows=9478
%initalNumberOfFeatureMatrixEntries=123214
%finalNumberOfFeatureMatrixEntries=123214
%finalNumberOfFeatureVectorEntries=26


@ATTRIBUTE 'Mean_1(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_1(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_2(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_2(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_3(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_3(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_4(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_4(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_5(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_5(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_6(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_6(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_7(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_7(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_8(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_8(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_9(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_9(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_10(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_10(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_11(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_11(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_12(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_12(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_13(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_13(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE Unit {milliseconds,samples}
@ATTRIBUTE Start NUMERIC
@ATTRIBUTE End NUMERIC

@DATA
-115.6176259028837,5540.970248961484,5.074763150644651,35.21913182034524,6.15088851253214,13.580784447962321,6.859699011996749,7.843487121064108,4.977126923956233,7.740423565244868,0.21690590266915885,6.316610235483646,1.0857045377462693,3.374511897481412,2.1829928803631904,3.808792210564934,0.12637372634226582,3.7791387586107756,-0.5696834425152145,2.645705724336594,1.3815733229798601,2.8433940436220606,0.8717458662253003,2.0020728523430416,-0.13295189093088333,2.037278474525733,milliseconds,0.0,5000.0
-108.96387426694443,272.7264908333339,5.2163049913129145,34.01456632686955,5.980335655100277,13.585809120177531,7.060158947855551,7.663119490782265,5.018350153677915,7.230060527661565,0.200199147949352,5.885198313368522,1.2077967731789438,3.326045009401878,2.3471321058019434,3.8823301124903735,0.06648984563291664,4.2273323307333115,-0.5113027225428238,2.393754440359445,1.460339972160078,2.7795125329548362,0.9480868962503657,2.2253592745026647,-0.04556950946012498,2.1930468122082334,milliseconds,2500.0,7500.0
-107.64969894018513,282.79286767082294,4.951051671450968,33.91265647686722,6.169112108672965,12.721231948496014,7.16424528380704,8.045321397362535,4.9567045794621265,8.380104920189062,0.2653769133993056,6.112057137429114,1.3428175964708469,4.21075647171052,2.1543839231380004,4.22048292952238,0.1314617111501204,3.818173865313546,-0.47628735922402765,2.5615384986820025,1.4810081466907863,2.6529835510232864,1.0096651178099219,2.539849270769689,0.08130317332480558,2.1938057027507343,milliseconds,5000.0,10000.0
-105.98905581783404,305.7542741307157,4.607699440624793,32.807982227674934,6.193883515022023,11.682152510607676,6.970781472583227,7.01731812091375,4.619377948699123,7.959861155993673,0.45024118107064565,6.240401735778633,1.405775082680291,4.477911479938715,1.986404041975981,4.690082666810373,0.3596190461933558,3.3115452643507766,-0.5216541601438711,2.2936665754414842,1.3373770818784934,2.796630905644686,1.051964112348157,2.3591180708041133,0.1612713008245946,2.4974760948061974,milliseconds,7500.0,12500.0
-105.34397312824079,297.5904721978901,4.861631414498104,30.703833399348884,5.879525301630462,10.784964929249517,6.799878047954813,7.092991125344992,4.454554523149167,7.391801467336294,0.19772713182918042,6.330967253468481,1.4336879574276753,3.7589741614591463,1.8979568533432871,4.4980322265159955,0.3157334812493622,3.1911703348704994,-0.46187271249311096,2.0422186480413065,1.355282817249213,3.1333196228370923,1.1003756975075039,2.2865150169975945,0.19920676474232404,2.4712160294604595,milliseconds,10000.0,15000.0
-99.90875530472222,397.37865573287195,4.793925968804212,31.642948644495522,5.301084005471756,14.570908473359552,6.366144995110047,12.970154704094499,4.217935840524119,9.537633116520613,0.3268032134797361,7.252005547985301,0.9763310207148953,4.9373790859438955,1.5375544190492592,4.467562203073695,0.1164400619299075,2.9142442449164228,-0.677156495727139,2.168866346017314,1.206988048907482,3.155936082311636,0.9516852027340322,2.517072600076577,0.3009017057534908,2.2898712335393254,milliseconds,12500.0,17500.0
-93.87949825410134,348.0408555886529,4.663961061096035,30.834675823863993,6.219385136689863,17.992925453577314,5.2758822108606935,14.896081130992002,3.5678785187295374,10.272279990816733,0.2280530125406451,6.133579163698361,0.6742651571319785,4.370452370763782,1.0474369817947684,4.015947446934581,-0.22375764289843322,3.4691673126220612,-0.8697796289746088,2.4093028028360894,0.7554714587460181,2.9613149948813966,0.7876806040523042,2.213868779463336,0.38948591147941936,2.0103349473345595,milliseconds,15000.0,20000.0
-92.544929708287,288.70089161251946,5.313653846189168,33.20879172971962,7.7467221296125,12.054954923463336,4.468042016389351,12.65149618393874,3.1346944141537327,11.297767329458884,-0.29447017036574075,4.309821703358871,0.6824963218747685,3.6327520630250354,0.6723161943275682,4.160805036885346,-0.5620152802093981,3.5663659640305685,-0.9792440377144906,2.5515120333537094,0.5602365592067591,2.1693152317224604,0.7931158169489352,1.7627891437762984,0.3055027218205093,1.7193756826099815,milliseconds,17500.0,22500.0
-93.01236899458333,304.2734990229822,4.728667765980788,33.08703147971672,7.337667194795832,14.295078576752807,4.780657371621664,12.536515547217808,3.473738868788825,11.25245853481998,-0.0071343781195004966,4.885019240536075,0.8107495603515277,3.5403792584170297,0.8512479432073149,3.9090231015663277,-0.38411915130158314,3.454083396563839,-0.9907519921100371,2.7318940965337783,0.7273749749150004,2.172850762308043,0.7570163505458892,1.8560574277472721,0.19691301596310173,1.8816038006529356,milliseconds,20000.0,25000.0
-89.69849575668201,239.2955757328228,4.450169170306037,24.86781719019132,5.07717539866682,18.625285422838967,4.686546907210416,12.862838480915782,3.368955657166868,9.432085852955428,0.33171527309349275,5.51558742090049,0.9984987926286593,4.521874271203384,0.7613371928336875,4.382463372051165,-0.17611825480831816,3.653751133253436,-0.8595868700160277,3.093436254754932,0.4662064723268756,2.151325778186512,0.5572026720977515,2.1002195077984704,0.3350304433692626,1.895400959646247,milliseconds,22500.0,27500.0
