@RELATION 'Classifier input'
%initialNumberOfUsedRawTimeWindows=7072
%finalNumberOfUsedRawTimeWindows=7072
%initalNumberOfFeatureMatrixEntries=91936
%finalNumberOfFeatureMatrixEntries=91936
%finalNumberOfFeatureVectorEntries=26


@ATTRIBUTE 'Mean_1(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_1(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_2(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_2(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_3(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_3(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_4(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_4(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_5(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_5(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_6(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_6(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_7(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_7(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_8(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_8(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_9(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_9(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_10(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_10(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_11(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_11(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_12(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_12(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_13(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_13(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE Unit {milliseconds,samples}
@ATTRIBUTE Start NUMERIC
@ATTRIBUTE End NUMERIC

@DATA
-149.32386476288372,9951.040525944129,29.349725288748825,54.35519273828603,-1.6994627415042793,35.150393678542194,11.95874692026047,14.955797785609672,-1.0828290995604648,8.737584735704298,-2.123923989967813,10.415088587052196,-0.1676156966113014,6.888502124341411,3.11529499088451,4.9413633042713965,0.48500951329390946,4.056231406444865,-1.4732823219041877,3.016334754934971,-1.6349269519172092,2.74255035758516,0.4826075210453443,2.961687717454806,1.040832741261119,2.3599226133445153,milliseconds,0.0,5000.0
-144.45962815416667,450.35415589773464,31.259957749861115,38.93497744403713,-0.39061159907050896,29.854060900361358,12.18735444617778,14.223433741905799,-1.8535260918084246,10.973647824514241,-2.6376233795296766,12.96755655688785,0.0255526217579953,8.124460070338968,3.2057039760322676,5.076736012702964,0.01298016435243052,3.176123057743185,-1.358019431632686,2.791027095176628,-0.9009595259124068,4.234208679654269,0.2442434364073425,3.4653041366644426,1.0671612506848565,2.29109796517133,milliseconds,2500.0,7500.0
-132.26595895162032,343.410319769528,29.0290488814815,44.48233936362463,-1.6435051630062043,19.075206776973364,12.09896196790926,12.066480375795727,-2.7108048848206523,9.333064144587151,-3.1800402786920823,9.25367696296495,-0.5686756245724909,7.506761256760783,3.5606253140622672,5.107335308517132,0.28586208116090284,3.411458991422356,-1.0270945746167588,2.880660723909463,-0.5364982936668055,3.579175036989392,0.15303702791174068,3.7080946283682232,0.9091047725578144,1.8592701250424213,milliseconds,5000.0,10000.0
-134.09458595880184,386.9472120720504,29.296551317603676,49.103160855829536,-0.653627753476313,20.831137797026873,11.053814732964977,14.408827409568683,-3.4448866777900964,9.472669384317435,-3.063870690818896,7.308782613226207,-0.728408382200899,4.689998779441506,4.617739242110372,4.5765298551739,1.2237122516877883,3.99611601950517,0.3526874999948389,4.751437842224512,-0.6163761216596778,2.6002789608690784,-1.129768714060599,3.6294362928994865,-0.6056879248396868,3.2503991712482274,milliseconds,7500.0,12500.0
-134.3656503507871,747.0436048732719,24.57868221783935,135.15763750734354,1.1529138659842597,24.30717787021299,8.105952666916668,24.30797321396356,-4.247780003882361,13.17000235871886,-3.1996751041892577,7.456961819089064,-0.9254427504569628,4.420600991259037,4.482237092140743,4.844896569642992,1.3597131839187033,4.310596932298743,0.6905782898512968,4.377741469538906,-0.3074453211471295,2.7880015252901464,-1.2224004367254635,4.307350445570626,-0.8860306549849624,4.1449224263401065,milliseconds,10000.0,15000.0
-122.51977052898152,784.2297084507193,13.13381665458663,121.48784699843314,3.7756026453692586,30.743181817916394,6.103107129490975,23.958618466924104,-3.58090534529148,21.668855163494445,-2.662160651613425,6.484167409054346,-1.1960653887052024,4.984567104265133,2.7828660654113446,6.198179713028473,0.5986267054839218,4.646531593661603,-0.7365756321363891,3.5383089752679378,-0.8921892332173658,3.1889067619920013,0.0042309808931480525,3.6418424993360867,0.04353267370776837,3.1931390063399423,milliseconds,12500.0,17500.0
-110.3485305987558,339.71524816918946,9.695215629697511,53.498842630467514,4.021146328493504,37.08581038983616,5.578386652974885,14.018316174879507,-0.3609899557099592,24.362837756916772,-2.8562546410973266,7.192944762643236,-1.1001115635266827,5.561999652036402,2.134892617092627,5.273075447927867,0.6035766499825211,4.274694025343197,-1.5872420978432717,3.4084988308839788,-1.1053001024821707,3.164571605149015,0.7350742526098388,2.1748520810758447,0.6792711695342676,2.219683370888001,milliseconds,15000.0,20000.0
-106.61012888722215,204.60537768719416,10.590816022720604,43.936443994366854,5.8333169631258315,37.849489522706534,5.605068143052317,9.123679965775734,1.4580937492750428,8.775464488720726,-3.294449659042596,7.998890856723959,-0.35444244725811835,5.286639260629881,2.274330909352361,3.752910802403043,0.5805617730377781,3.467337579997692,-2.06764615851574,2.6700259338541223,-1.0331525369536114,2.533002157121862,0.7487822939547455,2.072280943013416,1.2617665427516245,1.896994342799592,milliseconds,17500.0,22500.0
-111.05989492375004,293.7103441766227,10.676961726126395,39.97372060855704,8.840616770072321,18.987049977793745,6.071637040650928,9.60356870107434,0.5819343285698141,5.703561905742951,-3.0884480042889355,9.262280316961796,0.21246143028234468,4.996993750921763,2.3049776616975004,3.3074672704576615,0.2709314433414814,2.851226311316395,-1.9526067851652806,2.2461464902524835,-0.9209653850543048,2.5035746398753873,0.4506314452254121,1.9966347491163492,1.278781404281041,1.5214158554463784,milliseconds,20000.0,25000.0
-109.86075958179724,307.90119041503493,10.46354333449907,37.649474993787216,9.168594088203085,18.687624979833796,6.094231513735944,10.211883742961989,0.33049907167797227,5.721371107678754,-3.2151716002313826,9.788701233184167,0.3101484586017514,4.537801833150984,2.548469213715474,3.394159295529766,0.28338402918402317,2.6491250697528597,-1.6282611835448006,2.119852030628419,-0.8665643072726726,3.08453070002904,0.37516844167723085,2.3100901809338543,1.044376875596129,1.6638963479001065,milliseconds,22500.0,27500.0
