@RELATION 'Classifier input'
%initialNumberOfUsedRawTimeWindows=5212
%finalNumberOfUsedRawTimeWindows=5212
%initalNumberOfFeatureMatrixEntries=67756
%finalNumberOfFeatureMatrixEntries=67756
%finalNumberOfFeatureVectorEntries=26


@ATTRIBUTE 'Mean_1(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_1(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_2(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_2(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_3(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_3(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_4(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_4(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_5(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_5(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_6(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_6(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_7(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_7(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_8(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_8(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_9(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_9(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_10(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_10(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_11(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_11(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_12(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_12(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Mean_13(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE 'Std_dev_13(NaN_eliminated(Mel frequency cepstral coefficients))' NUMERIC
@ATTRIBUTE Unit {milliseconds,samples}
@ATTRIBUTE Start NUMERIC
@ATTRIBUTE End NUMERIC

@DATA
-132.09514782916267,10449.203379386896,9.290273317439995,59.8071771177592,3.3358065097287954,11.837768232253435,2.0125739908271854,7.077369615452637,-2.204524412411149,6.461779061857133,-0.2967071485699053,4.197255978611156,-2.0547559074305335,6.089332530911726,-0.3589627650763962,3.776927084103939,-0.6368813811590492,3.354199548455216,0.5910803328694401,2.3768429974530028,-0.6349569611094605,3.8779549331883256,0.2710920744596699,2.8349935469582643,7.716362691633883E-4,2.879591813526148,milliseconds,0.0,5000.0
-114.15755671773142,90.34735249043764,11.634163067936107,20.176390860819613,1.8991721041583802,7.7632335213838894,1.4985592170684494,6.694652401769986,-1.8840320955256815,7.603028118416585,0.5843141341877641,5.159008147671519,-2.381707477568057,4.609589517173089,-0.64275757434375,2.704064851610001,-1.1885071454439162,3.2070312873943863,0.34126239053921315,2.5085670763740886,-1.0986836777245554,3.745126738896483,0.26455718950037044,2.7667253858675527,-0.03027870268264377,2.926748486106924,milliseconds,2500.0,7500.0
-114.1223964020833,88.50698888852308,10.694589240881017,18.83566901606792,2.02339108247405,7.10486406955393,0.9280539363102773,8.786538880119688,-1.5649195637346318,7.338950375874635,0.5107858404931532,5.240937526420595,-1.2675244906112826,2.4707620874751943,-0.47493032765478693,2.997573748766146,-1.0115914816786564,3.620473215053471,-0.37139746468384277,2.1331267107167986,-1.6036825043071292,3.5453257914011655,0.1997905882223518,2.8039870497914072,0.2740913541692177,2.2938293421960627,milliseconds,5000.0,10000.0
-120.14992700944703,126.03550914801602,11.714797260290783,21.981652232149543,2.4786841181533408,6.209443768476107,1.0528192731572807,10.622025695761069,-1.6723632079313628,7.770517051235257,0.5195715469228758,4.946392681199542,-1.3081267517576258,3.0498834892339164,-0.7420726543353183,4.536987188711959,-0.27502349798055753,3.4248980735825403,-0.8508544591445812,2.094489874571612,-1.1399670726021753,3.855076419597093,0.09977943665155771,2.926207194346818,-0.07590763333847007,1.9051672562050384,milliseconds,7500.0,12500.0
-131.08605808310188,129.95684120285094,13.771866981548612,17.218263079664208,3.2621690509898116,8.04949059942612,1.2263444226640272,10.011196502849414,-0.9676526169216021,7.4469153428350126,-0.44934233538162033,6.053679654900123,-1.2385155178970733,3.2915873837952208,-1.8120671387885177,5.125635623056585,0.3599686275799028,3.592268957813556,-1.0026993926032592,2.567665954570879,-0.043683469010560264,3.136161185830924,0.2307319805592823,2.6989820551665638,-0.14157301224014962,2.8388763265119064,milliseconds,10000.0,15000.0
-142.3932338694444,105.00938587668794,15.957903966571754,19.83859712127573,3.543726691505923,9.791558515104114,0.8554535532664821,8.130244359036531,-0.2798382639660186,4.303876099450392,-1.3601763676900471,3.437460610829348,-0.237821860504493,3.5888341398252517,-2.2801594590653704,4.864400631732874,-0.34403223619407397,3.855396729896972,-0.5174363080037038,3.206848778434266,-0.7892559986516161,4.33383151071081,0.3545029046453943,3.0518760217037486,0.23233900535656346,2.9819065514846095,milliseconds,12500.0,17500.0
-143.8581087248848,88.90663265867902,17.269626810972344,14.54326275067726,2.9589046172690314,9.686510643628795,0.7754321180917974,6.915675116136806,0.18305281464294915,5.14584215858547,-0.7119439282327654,3.910457215256692,-0.3754031441635137,3.5385026075113917,-1.778787015195023,3.9803577639335552,-0.6363075078127188,2.9143314190785783,-0.31573749713236443,3.1022746445606106,-1.7994302601543277,2.2211216139925924,0.11229526018585245,3.0246213371649975,0.31925706545239624,2.1501757455359027,milliseconds,15000.0,20000.0
-138.50895822546295,80.17599894021231,17.01810661039305,22.571694930735834,2.684353625186017,10.9988634068178,0.5954862486801851,7.747163238654029,0.5400844093958516,4.6883763193742345,-0.30878546095268533,3.853203948810387,-1.029850350266398,2.713343048519724,-1.0247042693210506,3.559203590055162,-0.16950628193107808,4.644279867530129,-0.4881700663592594,3.17795485346435,-1.5693298311936066,4.057039061418012,0.15155046753564805,2.7009485509991378,-0.035280890138749944,1.6388111530581755,milliseconds,17500.0,22500.0
-134.02831413750002,73.29381341715379,16.584689762948617,22.403889129222918,3.5312778842756494,11.676415508037087,0.19140064242995386,7.041074337732214,-0.01325877155988894,4.341345753532882,-0.5424114453985648,3.201501097800577,-0.6009032087344442,2.787744873906023,-0.8022686537431797,3.245587998537392,-0.05584326581671655,4.364990272380691,-0.4248799706166295,2.761131601120022,-1.2751387442288422,4.698740883391303,0.32638521859361114,2.2326678829703237,-0.2978740576496759,1.8893626884794348,milliseconds,20000.0,25000.0
-132.4795801239631,56.94010555160174,16.509353363306452,18.76251932994491,4.373139105832628,9.72155925656039,0.7516804978193089,6.5061084499333095,-0.5364534508782903,4.038432850422621,-1.089658767240691,3.4496379298493873,-0.9479110798222584,3.795416798980727,-0.9068682624188942,2.607079193398561,-0.14764137080628661,2.1715625865976644,-0.2174469990043733,2.6316973046643164,-0.4867953704547465,2.398087357134531,0.477249632413779,2.2208857446659294,-0.6414682313671795,2.418095163121987,milliseconds,22500.0,27500.0
-130.13363325046296,59.977665323196426,17.363355177006945,22.875186600584694,4.152555807720001,9.08570467021238,1.406598572586459,8.692354529476173,-0.9694095444505507,4.203693604527317,-0.1253419768043657,6.838009058946653,-1.179945665076019,3.7746199299545107,-1.4419292006504634,3.1175208015387392,0.07153717829571177,3.141630832382872,-0.23642552238710657,2.5145777452213673,-0.07843755808185177,3.6880848040589207,0.35796348117685145,3.049570501003828,-0.3193225216755462,2.8246626318804378,milliseconds,25000.0,30000.0
-125.03872282499997,51.83694610698134,15.994081130595692,23.249486858152917,3.1030531877050915,10.156994988628561,0.9235202798066104,9.240337443758934,-0.5417388230267408,5.791603878721194,0.13845211239656002,6.91157591002049,-0.3074019129505321,3.9952408550932175,-1.1204338766880553,7.374767311519541,0.42558448405914356,2.795803532025974,-0.7809440359528294,2.1611031151278284,-0.20202919611675915,4.318315724622807,-0.09742951590139357,2.651918777683728,0.5144144800685648,3.7228983533308093,milliseconds,27500.0,32500.0
